dc:identifier,rdfs:label.fr,schema:streetAddress,schema:addressLocality,schema:postalCode,schema:email,schema:telephone,foaf:homepage_x,schema:legalName,foaf:homepage_y,type_stream
100013,Gîte - Le Haut Bois,2 place de la mairie,Guisy,62140,entreterreetmer62@laposte.net,,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
78329,B&B Hôtel Béthune-Bruay-la-Buissière,"Parc de la Porte Nord
350 rue Eric Tabarly",Bruay-la-Buissière,62700,bb_4610@hotelbb.com,+33 3 21 62 90 00,http://www.hotel-bb.com/fr/hotels/bethune-bruay-la-buissiere.htm,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
92671,L'INATTENDU,57 rue Jean Moulin,Wimereux,62930,linattendu23@outlook.com,+33 3 74 73 94 51,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
68437,GÎTE DE L'EGLISE,37 place de l'église,Écurie,62223,dider.sevrin@yahoo.fr,+33 6 72 68 50 58,http://www.gite-arras.net/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
83805,M. Duburquoy/Lecherf,1986 bld Labrasse,Cucq,62780,marion.duburquoy@gmail.com,+33 6 43 33 73 15,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
64243,LE PADDOCK DU VAL DE LYS,885 Rue des Près,Blessy,62120,lepaddockduvaldelys@bbox.fr,+33 3 21 12 12 95,http://www.lepaddockduvaldelys.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
88761,Mme DESCHARLES,"Appt 4, Résidence Atlantide
Boulevard des Avocettes - Bât 2",Camiers,62176,,+33 6 14 02 82 82,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
68174,LE DOMAINE DES PIERRES,1 rue de la Fraternité,Acq,62144,ledomainedespierres@laposte.net,+33 6 12 23 38 72,http://ledomainedespierres.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
94696,CAMPING MUNICIPAL L'HIRONDELLE,11 Rue des Cressonnières,Saudemont,62860,,+33 3 21 48 38 22,http://campinghirondelle.e-monsite.com/album/camping-de-l-hirondelle/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
57268,Ami-Ami,Rue de la Station des Dunes,Berck,62600,campingamiamiberck@orange.fr,+33 3 21 09 05 55,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
81326,Hôtel Jules,73 rue de Moscou,Le Touquet-Paris-Plage,62520,julesletouquet@gmail.com,+33 3 21 05 09 88,https://www.hoteljulesletouquet.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
57077,B&B ARRAS,"Rue de la Symphorine
Parc des Bonnettes",Arras,62000,bb_4517@hotelbb.com,+33 892 70 22 13,https://www.hotel-bb.com/fr/hotel/arras?utm_source=googlemaps&utm_medium=fichehotel&utm_campaign=yext,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
68274,"La Parenthèse - gîte ""Violette""",2341 Route d'Estaires,La Couture,62136,isabellefourdraine@hotmail.fr,+33 6 70 52 49 59,http://gite-la-parenthese.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
75036,LES CHAMBRES DE SOUVERAIN MOULIN - CHAMBRES D'HOTES,14 bis route Souverain Moulin,Pernes-lès-Boulogne,62126,veronique.lohyn@orange.fr,+33 6 86 14 87 68,http://lafermeduchateau.wixsite.com/souverainmoulin,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
88771,M. TOURRET Hubert,"Le Beauregard
Route de Widehem",Camiers,62176,ftourret@hotmail.fr,+33 3 21 84 91 39,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
76625,Entre Terres et Mer,"127 A, route de Desvres",Samer,62830,sebdoub@gmail.com,+33 6 61 11 06 30,https://www.airbnb.fr/rooms/646694384356157457?adults=1&children=0&infants=0&pets=0&check_in=2022-12-01&check_out=2022-12-06&source_impression_id=p3_1669386718_ntTCDIurU/PVwdet,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
100512,Malvache Jacques,39 rue de la plage,Berck,62600,,+33 6 82 40 42 38,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
73299,LA GRANGE,133 avenue Paul-Machy,Oye-Plage,62215,raymond.lepretre@orange.fr,+33 6 80 33 02 01,http://gitelagrange.fr.gd/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
74970,La Grange des Neuvilles,38 rue des Grandes Neuvilles,Verton,62180,hemoncomble@orange.fr,+33 3 21 09 65 01,http://www.gites-de-france-pas-de-calais.fr/fiche-hebergement-G1784.html,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
77733,Gîte des Lys,16 rue des Maronniers,Auchel,62260,manoirdeslys@gmail.com,+33 3 21 26 04 72,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
13964,Ferme de l'Horloge,1615 route d'Ausques,Tardinghen,62179,dominique.hamy283@orange.fr,+33 3 21 83 30 34,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
83281,Blanche de Castille,72 rue Saint Louis,Le Touquet-Paris-Plage,62520,sylvie2.paternotte@gmail.com,+33 6 87 12 28 29,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
60915,La Ferme des Parfums,21 Impasse de la Mairie,Tigny-Noyelle,62180,delenclosbruno@orange.fr,+33 3 21 81 20 70,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
82574,Navet Emmanuel - L'Etoile de Mer - logement 1,238 rue de l'Impératrice,Berck,62600,,+33 6 13 02 00 07,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
82674,La Bahotine,"6 rue ancienne mare, Le bahot",Verton,62180,francoise.fourdinier@gmail.com,+33 6 89 93 43 78,http://www.labahotine.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
15242,La Valléette,73 Rue de la longeville,Hucqueliers,62650,chemin.de.traverse@free.fr,+33 3 21 81 57 33,http://www.chemins.de.traverse.free.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
80799,Henriot Denis - Plaisir Iodé - logement 4,"13 rue du Calvaire
Appartement 4",Berck,62600,henriotdenis@gmail.com,+33 6 75 86 77 95,http://www.vacances-cosy.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
54759,Camping Municipal du Musée,Route du Musée,Audinghen,62179,campingmusee@orange.fr,+33 3 21 32 97 22,http://campings.audinghen-capgrisnez.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
77908,Gîte de groupe de Saint-Venant,Rue de Guarbecque,Saint-Venant,62350,mairie-st-venant@wanadoo.fr,+33 3 21 63 86 20,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
80850,LA ROSE DES SABLES,"294, boulevard Sainte-Beuve",Boulogne-sur-Mer,62200,fn.duhamel@orange.fr,+33 6 07 21 53 17,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
36976,OPALE GÎTES - LES GITES DU LAC D'OFF,15 Rue Becquet,Offekerque,62370,contact@opale-gites.com,,http://opale-gites.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
60900,Les petites écuries,43 Avenue du Général de Gaulle,Verton,62180,,+33 3 21 84 28 08,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
93706,M. et Mme VIEREN,55 rue de Rocquigny,Camiers,62176,sovieren@orange.fr,+33 6 89 40 83 54,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
85867,Mme LABARRE,12 rue de Sainte Gabrielle,Camiers,62176,labarre.phil@wanadoo.fr,,http://www.gitesdurouard.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
78639,Le Clos des Hautures,186 avenue François Godin,Cucq,62780,pierredachicourt@hotmail.fr,+33 6 79 89 16 76,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
79200,Domaine de la Course,89 Route Principale,Doudeauville,62830,domainedelacourse@orange.fr,+33 6 20 51 36 45,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
79521,L'imprévu,291 allée des jonquilles,Cucq,62780,limprevu62780@orange.fr,,http://limprevu-letouquet.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
45199,Hôtel restaurant Les Voyageurs,"11, Place de la Gare (d’Hückeswagen)",Étaples,62630,hoteldesvoyageurs.etaples@orange.fr,+33 3 21 94 32 70,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
78949,JUGU AVEC JARDIN,42 rue Jules Renard,Boulogne-sur-Mer,62200,hagelsteinjean@aol.com,+33 6 20 50 09 96,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
68183,ALLEE DES HORTENSIAS,110 rue Emile zola,Arras,62000,masure.cecile@neuf.fr,+33 3 21 50 23 25,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
77011,VILLA BON SEJOUR,1 rue Carnot,Wimereux,62930,lac0215@outlook.fr,+33 6 82 29 79 97,http://www.locationwimereux.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
56997,HOTEL L'ESCALE,4 Rue de la Mer,Escalles,62179,hotel-lescale@hotel-lescale.com,+33 3 21 85 25 00,http://www.hotel-lescale.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
75361,Les P'tits Colibris,249 rue du stade,Landrethun-lès-Ardres,62610,lesptitscolibriskotas@outlook.fr,+33 6 15 52 91 42,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
60926,Gîte Eglantine,4 rue des Pinsons,Groffliers,62600,boeking.catherine@orange.fr,+33 3 21 84 89 96,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
99933,Villa La Fougeraie,388 avenue de Picardie,Le Touquet-Paris-Plage,62520,sophiepenet59@gmail.com,+33 6 61 42 53 80,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
60971,Grandsire Yvette - logement 2,3 rue Michaud,Berck,62600,a.pm.francois@live.fr,,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
14281,Les Prairies de la Mer,61 rue des écoles,Verlincthun,62830,lesprairiesdelamer@yahoo.fr,+33 3 21 33 80 38,http://www.prairiesdelamer.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
55309,Camping De l'Epy,1321 rue Auguste Biblocq,Merlimont,62155,campingdelepy@orange.fr,+33 3 21 94 74 15,http://www.campingdelepy.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
63145,Au temps des roses,20 rue Martin Meaux,Richebourg,62136,philippe.senechal6@wanadoo.fr,+33 3 21 25 09 09,https://autempsdesroses.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
89714,A LA FONTAINE,28 rue Saint Louis,Boulogne-sur-Mer,62200,vin.isa@hotmail.fr,+33 6 52 32 46 80,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
15492,Face Aux Remparts,12 Route de Montreuil,La Madelaine-sous-Montreuil,62170,ville29abs@gmail.com,,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
75811,LA MAISON DE MARIE,95 rue René Cassin,Wimereux,62930,marie.vidaillac@wanadoo.fr,+33 6 82 01 64 39,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
89705,LES HAUTS DE BOULOGNE,34 avenue Charles de Gaulle,Boulogne-sur-Mer,62200,adrien.achte@hotmail.fr,+33 6 61 73 03 55,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
94730,Le cocon marquisien,71 avenue Ferber,Marquise,62250,cecilelouvet@yahoo.fr,+33 6 82 49 13 37,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
94006,L'ATELIER,154 route de Paris,Saint-Martin-Boulogne,62280,mariebecquet@yahoo.fr,+33 6 83 23 66 12,https://www.lescoconsdemarie.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
55703,Mme Bochent,217 rue de la Mer,Merlimont,62155,evelyne.bochent@orange.fr,+33 3 21 94 97 15,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
82950,UN SEJOUR A LA ROULOTTE,13 Rue des Garennes,Saint-Étienne-au-Mont,62360,,+33 6 84 29 89 24,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
77036,Suite d'histoires,20 rue Denfert Rochereau,Liévin,62800,ambulances.serrier@orange.fr,+33 6 18 18 81 39,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
15318,CHÂTEAU DE GANDSPETTE,133 Rue du Gandspette,Éperlecques,62910,contact@chateau-gandspette.com,+33 3 21 93 43 93,http://www.chateau-gandspette.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
81415,Le Saint Louis,2 rue Saint Louis,Le Touquet-Paris-Plage,62520,isabelle.blond62310@outlook.fr,+33 6 85 53 38 96,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
63146,Ferme du beau marais,307 Rue du Beau Marais,Béthune,62400,anitahavet@orange.fr,+33 3 21 56 98 23,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
72711,Ferme des 4 Vents - Bolon,1300 Haringzelle,Audinghen,62179,ferme.des.quatre.vents@wanadoo.fr,+33 3 21 32 97 64,http://fermedes4vents.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
72797,Mme ROY,"Résidence les Horizons
Esplanade de la mer
appt 45",Camiers,62176,rodolphe.roy@orange.fr,+33 6 99 66 20 49,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
13969,La Michaudière,40 rue Paule Crampel,Wissant,62179,jeanpaul.fourdinier@free.fr,+33 6 02 25 85 96,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
68156,AU CŒUR D'EDEN,19 rue Pasteur,Arras,62000,contact@au-coeur-eden.fr,+33 3 21 50 85 37,http://www.au-coeur-eden.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
75359,La Grand'Maison,3 place de la Haute Escalles,Escalles,62179,lagrandmaison.escalles@gmail.com,+33 3 21 85 27 75,http://lagrandmaison-capblancnez.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
88791,M. DEVOOGHT,"Au Coeur des Dunes
Résidence New Wave",Camiers,62176,devooght.marina@gmail.com,+33 6 17 66 87 63,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
73573,VILLA TREMAIL,1 Boulevard Alfred Thiriez,Wimereux,62930,villatremail@free.fr,+33 3 21 30 33 58,http://www.villatremail.net/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
73475,LE CLOS D'ESCH,126 rue de l'église,Echinghen,62360,veronique.boussemaere1@gmail.com,+33 6 89 04 72 78,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
84239,Tipis - A Petit Pas,16 Route de Canlers,Ruisseauville,62310,equipe@apetitspas.net,+33 3 21 41 70 07,http://www.apetitspas.net/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
14719,GÎTE DU VERGER,12 Rue Gaillot,Bellinghem,62129,jean-luc.allouchery@laposte.net,+33 3 21 38 07 03,http://www.fermeallouchery.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
68355,CHATEAU DE GRAND-RULLECOURT,3 place du château,Grand-Rullecourt,62810,psaulieu@routiers.com,+33 3 21 58 06 37,http://www.chateaux-chambres-hotes.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
14820,IBIS BUDGET SAINT-OMER CENTRE,Avenue Charles de Gaulle,Saint-Omer,62500,h5919@accor.com,+33 892 68 13 42,http://www.accorhotels.com/fr/hotel-5919-ibis-budget-saint-omer-centre/index.shtml,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
70359,Les Alouettes - Cense de la Haute Leulingue,714 route de la Haute Leulingue,Saint-Tricat,62185,michele.leulene@wanadoo.fr,+33 3 21 82 06 56,http://giteruraldeleulingue.monsite-orange.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
78995,Le domaine du lac,193 Avenue du Rossignol,Ardres,62610,veroniquefranque@wanadoo.fr,+33 6 75 11 35 40,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
92592,"Les pins qui chuchotent ""Le Raffiné""",3 rue de Berguette,Offrethun,62250,contact@lespinsquichuchotent.com,+33 7 86 84 65 51,https://lespinsquichuchotent.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
96625,La Ch'ti Roulotte,14 rue des Maraitiaux,Créquy,62310,mickael.talleux@orange.fr,+33 6 77 68 67 03,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
70363,Gîte La Mer,2071 route d'Ausques,Tardinghen,62179,gitetardinghen@hotmail.com,+33 3 64 25 31 64,http://gitetardinghen.e-monsite.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
70353,Le Clos de la Rose,1246 bis rue du Valinglin,Wirwignes,62240,le.clos.de.la.rose@outlook.fr,+33 3 91 21 29 93,http://www.leclosdelarose.net/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
94832,De Torcy Maurice Logement 2,"Le Pas d'Authie
62180 Conchil le Temple",Berck,62600,maurice.detorcy@gmail.com,+33 6 22 30 38 66,http://www.gitesauthie.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
93730,DOMAINE DES CALINES,63 Grand Rue,Baralle,62860,,+33 6 66 98 63 45,https://ledomainedescalines.fr/gite/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
87854,UN COCON ZEN LES PIEDS DANS L'EAU,6 allée des Chèvrefeuilles,Neufchâtel-Hardelot,62152,contact@lerefuge.co,+33 6 73 72 44 35,http://www.lerefuge.co/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
37005,CAMPING LES PYRAMIDES,1 Nord boutillier,Audruicq,62370,camping-les-pyramides@orange.fr,+33 3 21 35 59 17,http://www.campinglespyramides-audruicq.com/fr,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
94789,Les Tourterelles,"500 Rue des Robert
62180 Rang du Fliers",Berck,62600,caravaninglestourterelles@gmail.com,+33 3 21 89 01 01,http://www.camping-lestourterelles.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
89612,Lasfageas Odile,"Pipiou
3, allée des Pluviers",Étaples,62630,luc62630@gmail.com,+33 6 78 99 96 05,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
87418,Bernard Hélène,1972 boulevard Labrasse,Cucq,62780,helenebernado@yahoo.fr,,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
62346,Pascault Jean-Paul - logement 3,5 rue Pierre Guilbert,Berck,62600,jocelyne.pascault@free.fr,+33 6 62 65 38 60,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
14718,GÎTE DES PEUPLIERS,38 Rue Bas Loquin,Haut-Loquin,62850,dusautoir.vinciane@neuf.fr,+33 3 21 39 80 91,http://gitedespeupliers.free.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
89110,Le Clos de l'Angley,1111 rue Principale,Caffiers,62132,contact@leclosdelangley.fr,+33 7 70 16 89 19,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
64193,CENTRE EQUESTRE DE LA PLAINE DE LA LYS,Rue de Guarbecque,Saint-Venant,62350,plainedelalys@free.fr,+33 3 21 63 86 20,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
68402,GÎTE DES CLES DE L'ARTOIS,5 Grand'rue,Willerval,62580,contact@gite-en-artois.fr,+33 7 83 69 43 05,http://www.gite-arras.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
84027,Gîte Le Witrepin,9 bis rue de Witrepin,Frencq,62630,anneflory3@gmail.com,+33 6 88 99 11 81,https://www.gites-de-france-pas-de-calais.fr/location-vacances-gite-a-frencq-62G13212.html,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
14196,La Villa Belle,64 bis impasse de l'Eglise,Belle-et-Houllefort,62142,info@lavillabelle.com,+33 6 62 00 41 12,http://www.lavillabelle.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
75556,AUGIFI,46 rue de Calais,Saint-Folquin,62370,augifi@gmail.com,,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
90068,Olivier Magne,"3, rue du Rivage",Étaples,62630,omagne@nordnet.fr,+33 6 07 44 77 77,https://olivier.ellohaweb.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
14809,LE GÎTE DE FLÉCHIN,"34,  rue Haute",Fléchin,62960,legitedeflechin@hotmail.com,+33 3 21 95 74 04,http://www.legitedeflechin.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
91093,La Sapinière,63 rue du Fay,Bezinghem,62650,jm.cadet4@wanadoo.fr,+33 6 45 02 02 05,http://www.la-bulle-enchantee3.wixsite.com/monsite,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
88585,La Plume à Loup - La Maisonette,7 rue de la Vendée,Attin,62170,marion.rousseaux@gmail.com,+33 7 82 75 29 83,http://laplumealoup.initiative.place/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
79576,Arena Stade Couvert de Liévin,Chemin des Manufactures,Liévin,62800,contacthebergement@arena-lievin.fr,+33 3 21 44 02 44,https://www.arena-lievin.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
14881,Camping Saint Louis,223 Rue de Leulène,Autingues,62610,camping-saint-louis@sfr.fr,+33 3 21 35 46 83,https://www.campingstlouis.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
85616,Loridan Sabrina,"6, allée de l'Eolienne",Étaples,62630,sabloridan@gmail.com,+33 6 47 66 84 18,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
14278,Camping du Stade,100 rue du stade,Samer,62830,,+33 3 21 87 34 01,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
15497,Les Mésanges,"125, rue des Mésanges",Estréelles,62170,roland.grossier@wanadoo.fr,+33 3 21 81 27 74,https://www.chambres-hotes.fr/chambres-hotes_les-mesanges_estreelles_h10092.htm,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
63272,Gîte Boulonnais Motorcycles,"620, rue du Bois de Senlecques",Senlecques,62240,didier.verbert@wanadoo.fr,+33 3 21 33 28 21,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
82936,MAISON NAPOLEON,28 Rue de l'Aiglon,Wimille,62126,cyril.boursault@laposte.net,+33 6 51 07 86 61,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
81329,Hôtel Gaspard,15 rue de la Paix,Le Touquet-Paris-Plage,62520,contact@hotelgaspard.fr,+33 3 21 05 87 65,http://www.hotelgaspard.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
93775,Gîte - La Mésangeraie,5 rue principale,Monts-en-Ternois,62130,gite.lamesangeraie@gmail.com,+33 7 86 47 65 38,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
15139,Villa des Dunes,"1450, Boulevard d'Angleterre",Cucq,62780,villadesdunes@yahoo.fr,,http://villadesdunes-stella.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
56479,Hôtel Akena le Clos des Cèdres,64 Rue du Vieux Moulin,Camiers,62176,camiers62@hotels-akena.com,+33 3 21 89 06 45,http://www.clos-des-cedres.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
81423,Un Hermite au Touquet,1 place de l'Hermitage,Le Touquet-Paris-Plage,62520,sdroland@orange.fr,+33 6 89 82 03 94,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
75257,Villa La Piscine Wissant,7 rue Charles Baudelaire,Wissant,62179,laurent.fourdinier@orange.fr,+33 6 23 31 49 90,http://www.les-gites-wissant.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
57049,HOTEL LES TROIS LUPPARS,49 Grand'Place,Arras,62000,contact.3luppars@wanadoo.fr,+33 3 21 60 02 03,http://www.hotel-les3luppars.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
64265,LA POMMERAIE,52 Route d'Hesdin,Westrehem,62960,beatricedesbuquois@gmail.com,+33 3 21 26 17 48,http://www.lapommeraie.onlc.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
80624,STUDIO COSY,"5, rue Folkestone - 395
Bâtiment D",Boulogne-sur-Mer,62200,locationsaisonnierenpc@gmail.com,+33 6 76 55 51 50,http://studio-cosy.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
77390,DOMAINE DE LA RONVILLE,route de la Ronville,Wimereux,62930,info@laronville.com,+33 6 07 31 44 94,http://www.laronville.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
92056,Mme MALOT,"43 Allée des Grébes
Hameau des 3 fontaines",Camiers,62176,andree.malot@orange.fr,+33 6 89 48 61 98,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
75226,Domaine de Waringzelle,40 Route du Cran aux Oeufs - Cap Gris-Nez,Audinghen,62179,contact@gites-capgrisnez.com,,http://www.gites-capgrisnez.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
56474,CAMPING DE LA MER,Avenue de Cambrai,Camiers,62176,contact@campingdelamer.fr,+33 3 21 84 92 25,http://www.campingdelamer.fr/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
91169,La maison au milieu des bois,12 route de Quatrevaux,Wail,62770,fabrice.ballart@gmail.com,,https://www.airbnb.fr/rooms/49285350?source_impression_id=p3_1623762954_2jGBlSycihYId/HC&guests=1&adults=1,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
89700,AU 32 RUE GAMBETTA,32 Quai Gambetta,Boulogne-sur-Mer,62200,eric.baly@hotmail.fr,+33 6 51 83 21 77,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
90474,Le grenier,19 rue Bayard,Lens,62300,,,https://airbnb.com/h/appartement-de-charme-le-grenier-lens,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
60976,Hanquiez Marcel - Logement 2,"7 rue Notre Dame des Sables
Appartement 8",Berck,62600,,+33 6 28 60 65 24,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
64178,LA GUARBECQUOISE,10 Ruellette,Guarbecque,62330,cdcguarbecque@yahoo.fr,+33 3 21 02 98 81,http://www.giteguarbecque.skyrock.com/,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
89639,JOLI APPARTEMENT,50 Grande Rue,Boulogne-sur-Mer,62200,jsb.immo@outlook.fr,+33 6 98 49 74 71,https://airbnb.com/h/appt3etage2,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
62442,Villa Eole,12 rue Perrochaud,Berck,62600,,+33 3 21 09 47 56,,Pas-de-Calais Tourisme,https://www.datatourisme62.com/,Hebergement
